852,0.084,21,5.4762,4,3.7161,30,19.8384,28,26.6581,155,90.4241,-0.024710,-0.022701
861,0.085,21,5.6661,-11,3.7164,30,20.0796,43,27.1072,185,91.9593,-0.025147,-0.023147
869,0.085,6,5.8551,19,3.7154,30,20.3178,28,27.5475,155,93.4816,-0.025579,-0.023591
878,0.085,21,6.0418,4,3.7159,45,20.5545,58,27.9803,155,94.988,-0.026006,-0.024033
886,0.085,36,6.2289,-11,3.7165,30,20.7909,43,28.4083,170,96.4772,-0.026425,-0.024473
894,0.085,21,6.4188,-11,3.7133,30,21.0257,58,28.8328,185,97.953,-0.026841,-0.024910
903,0.084,21,6.6102,-11,3.7049,45,21.2587,118,29.2603,230,99.4232,-0.027258,-0.025343
912,0.085,36,6.8029,-11,3.6916,30,21.4914,58,29.6972,260,100.8992,-0.027680,-0.025774
920,0.085,21,6.9981,-11,3.6735,30,21.7222,58,30.1378,275,102.391,-0.028110,-0.026203
929,0.085,111,7.2024,-11,3.6507,30,21.9498,73,30.5779,290,103.9041,-0.028544,-0.026630
937,0.085,21,7.4219,4,3.6247,30,22.1742,73,31.02,320,105.444,-0.028984,-0.027058
946,0.085,21,7.6484,19,3.5995,45,22.3969,73,31.4652,305,107.0149,-0.029433,-0.027486
955,0.086,21,7.8735,-11,3.5764,30,22.6189,73,31.9133,290,108.614,-0.029890,-0.027917
963,0.085,21,8.0974,-11,3.5515,30,22.8391,73,32.364,320,110.2386,-0.030356,-0.028352
971,0.085,6,8.3185,4,3.5234,30,23.0559,58,32.8158,290,111.8889,-0.030833,-0.028793
980,0.086,21,8.5357,-11,3.4936,30,23.2695,43,33.2646,275,113.5596,-0.031318,-0.029241
989,0.086,6,8.7489,4,3.4621,30,23.4798,73,33.709,245,115.2418,-0.031807,-0.029695
997,0.085,6,8.9568,-11,3.429,30,23.6869,58,34.1515,200,116.9239,-0.032299,-0.030157
1005,0.085,6,9.1582,-11,3.393,30,23.8908,58,34.592,230,118.5975,-0.032791,-0.030625
1014,0.085,6,9.3533,-11,3.3529,30,24.0914,58,35.0292,170,120.2583,-0.033283,-0.031099
1022,0.085,21,9.5433,-11,3.3088,30,24.2888,58,35.4629,155,121.8969,-0.033771,-0.031578
1032,0.086,21,9.731,-11,3.2609,30,24.4831,28,35.8905,140,123.5039,-0.034252,-0.032060
1040,0.085,6,9.9164,-11,3.2092,45,24.6755,58,36.3093,140,125.0757,-0.034722,-0.032543
1048,0.085,6,10.0969,-11,3.1538,30,24.8673,43,36.7208,125,126.61,-0.035182,-0.033026
1057,0.086,6,10.2712,-11,3.095,30,25.0572,43,37.1249,125,128.1047,-0.035632,-0.033505
1065,0.085,6,10.4393,19,3.0354,30,25.2438,58,37.5219,125,129.559,-0.036072,-0.033981
1075,0.086,6,10.6015,-11,2.9777,30,25.4272,28,37.9116,125,130.9734,-0.036500,-0.034450
1083,0.086,6,10.7579,4,2.9205,30,25.6074,43,38.2915,140,132.3498,-0.036917,-0.034912
1091,0.086,6,10.9084,34,2.8666,30,25.7843,28,38.6604,125,133.69,-0.037323,-0.035365
1100,0.086,6,11.0532,-11,2.8184,30,25.9581,43,39.0185,95,134.9906,-0.037715,-0.035808
1108,0.086,6,11.1925,-11,2.7706,30,26.1288,13,39.3646,125,136.2481,-0.038094,-0.036241
1118,0.086,6,11.3263,-11,2.7193,30,26.2963,13,39.695,125,137.4659,-0.038461,-0.036662
1126,0.086,6,11.4546,4,2.6657,30,26.4607,28,40.0087,95,138.6447,-0.038815,-0.037071
1134,0.086,6,11.5777,19,2.6141,30,26.622,43,40.3098,125,139.7824,-0.039155,-0.037468
1143,0.086,6,11.6956,4,2.5669,30,26.7802,13,40.6,140,140.8836,-0.039484,-0.037853
1152,0.087,6,11.8083,-11,2.5215,30,26.9355,-2,40.8742,95,141.9503,-0.039800,-0.038226
1160,0.085,21,11.9174,-11,2.4738,30,27.0877,-2,41.1275,80,142.975,-0.040100,-0.038586
1169,0.086,6,12.0242,4,2.424,30,27.2369,-17,41.3576,65,143.9506,-0.040382,-0.038933
1177,0.086,6,12.1273,-11,2.3734,30,27.3832,-17,41.5624,80,144.8754,-0.040645,-0.039265
1186,0.086,6,12.2256,-11,2.3208,30,27.5265,-17,41.7413,50,145.7492,-0.040889,-0.039582
1195,0.087,21,12.3204,19,2.2675,30,27.667,-17,41.8949,65,146.5702,-0.041112,-0.039884
1203,0.085,6,12.4132,-11,2.2162,45,27.8059,-17,42.0237,65,147.3396,-0.041314,-0.040170
1212,0.086,6,12.5026,-11,2.1642,30,27.9445,-32,42.1271,65,148.0599,-0.041497,-0.040438
1220,0.086,6,12.5873,4,2.1104,30,28.0815,-17,42.2043,65,148.7321,-0.041660,-0.040688
1228,0.085,21,12.6688,-11,2.0559,30,28.2156,-17,42.2574,65,149.3571,-0.041805,-0.040920
1238,0.086,6,12.7485,-11,1.9996,30,28.3468,-32,42.2869,65,149.936,-0.041933,-0.041134
1246,0.086,6,12.825,-11,1.9403,30,28.4752,-17,42.2923,65,150.4698,-0.042043,-0.041328
1255,0.086,6,12.8971,4,1.8793,30,28.6006,-32,42.274,50,150.9583,-0.042136,-0.041503
1263,0.086,-9,12.9635,-11,1.818,30,28.7233,-32,42.2314,50,151.3997,-0.042212,-0.041660
1271,0.085,6,13.0232,-11,1.7551,30,28.8432,-32,42.1639,50,151.794,-0.042270,-0.041798
1281,0.086,6,13.0774,-11,1.6894,30,28.9604,-17,42.0734,65,152.1434,-0.042312,-0.041918
1289,0.086,-9,13.1265,4,1.6223,30,29.0748,-17,41.9632,65,152.4517,-0.042340,-0.042021
1298,0.086,-9,13.1678,-11,1.5551,30,29.1865,-17,41.8352,95,152.7238,-0.042355,-0.042107
1306,0.086,-9,13.2002,34,1.4906,30,29.2956,-32,41.6886,80,152.9644,-0.042359,-0.042177
1314,0.086,6,13.2253,-11,1.4313,30,29.4021,-2,41.5239,80,153.1745,-0.042351,-0.042231
1324,0.086,6,13.2458,4,1.3745,30,29.506,-17,41.3443,65,153.352,-0.042330,-0.042271
1332,0.086,6,13.2633,-11,1.3174,45,29.6086,-47,41.1477,95,153.4978,-0.042296,-0.042296
1340,0.085,6,13.2778,4,1.2602,30,29.7113,-17,40.9305,80,153.6152,-0.042250,-0.042308
1349,0.086,-9,13.288,4,1.2041,30,29.8127,-32,40.6947,80,153.705,-0.042192,-0.042306
1357,0.086,6,13.2927,-11,1.1491,30,29.9115,-47,40.4396,80,153.7666,-0.042122,-0.042291
1367,0.086,21,13.2948,-11,1.0927,30,30.0078,-17,40.1645,80,153.8006,-0.042041,-0.042264
1375,0.086,6,13.2969,-11,1.0335,30,30.1015,-17,39.8739,65,153.8065,-0.041949,-0.042225
1383,0.085,21,13.299,4,0.9729,30,30.1927,-32,39.5696,80,153.7838,-0.041846,-0.042174
1392,0.086,6,13.3011,4,0.9137,30,30.2814,-47,39.2482,65,153.7331,-0.041730,-0.042111
1400,0.086,6,13.3019,-11,0.8558,30,30.3678,-32,38.9076,95,153.6565,-0.041603,-0.042036
1409,0.085,6,13.3002,-56,0.7926,30,30.4517,-47,38.5484,65,153.5561,-0.041466,-0.041949
1418,0.086,6,13.2959,4,0.7204,30,30.5332,-47,38.17,50,153.4286,-0.041320,-0.041852
1426,0.086,6,13.2891,4,0.6459,30,30.6124,-47,37.7716,50,153.2694,-0.041162,-0.041743
1435,0.086,6,13.28,-41,0.5706,30,30.6893,-17,37.3565,35,153.0768,-0.040991,-0.041623
1443,0.086,6,13.2686,4,0.4906,30,30.764,-17,36.9307,50,152.8504,-0.040810,-0.041492
1452,0.085,6,13.2549,-26,0.4074,30,30.8364,-47,36.4945,50,152.5925,-0.040619,-0.041350
1461,0.086,6,13.239,-11,0.321,30,30.9067,-32,36.0444,50,152.3054,-0.040419,-0.041196
1469,0.086,6,13.221,-11,0.2316,45,30.976,-32,35.5809,80,151.9926,-0.040209,-0.041033
1477,0.085,6,13.201,139,0.1538,45,31.0472,88,35.1164,65,151.6588,-0.039989,-0.040859
1486,0.086,6,13.1789,-11,0.1005,30,31.1201,-17,34.663,65,151.3046,-0.039760,-0.040674
1495,0.086,6,13.1549,4,0.0592,30,31.1919,-47,34.21,65,150.9294,-0.039521,-0.040480
1503,0.085,6,13.129,-11,0.0177,30,31.2615,-32,33.7443,50,150.5326,-0.039275,-0.040275
1512,0.086,6,13.1013,-11,-0.0253,30,31.3288,-17,33.2678,50,150.1123,-0.039020,-0.040061
1520,0.085,6,13.0718,-11,-0.071,15,31.3926,-32,32.7836,50,149.6678,-0.038759,-0.039838
1529,0.086,6,13.0406,-11,-0.1193,30,31.4515,-62,32.288,35,149.1988,-0.038490,-0.039606
1538,0.086,6,13.0078,124,-0.1583,30,31.5071,-32,31.7776,35,148.7033,-0.038208,-0.039365
1547,0.086,111,12.9826,-11,-0.1764,30,31.5607,-47,31.2543,20,148.1796,-0.037906,-0.039114
1555,0.086,6,12.9741,-11,-0.1859,30,31.6123,-32,30.72,50,147.6286,-0.037587,-0.038852
1563,0.086,6,12.9725,-11,-0.199,45,31.6633,-32,30.1763,20,147.0526,-0.037257,-0.038578
1572,0.086,6,12.9685,-11,-0.2155,30,31.715,-47,29.6238,5,146.4484,-0.036918,-0.038294
1581,0.086,6,12.9622,4,-0.2341,30,31.7661,-32,29.0616,35,145.8144,-0.036569,-0.037999
1590,0.087,-9,12.9523,-11,-0.2534,30,31.8152,-62,28.4888,5,145.1528,-0.036211,-0.037692
1598,0.086,6,12.9376,4,-0.2732,45,31.8637,-17,27.9058,50,144.4661,-0.035845,-0.037375
1606,0.086,6,12.9195,19,-0.2911,45,31.9143,-47,27.3159,5,143.7563,-0.035470,-0.037046
1615,0.086,21,12.9008,64,-0.299,30,31.9667,-32,26.7193,5,143.0205,-0.035082,-0.036705
1624,0.086,6,12.8828,-11,-0.2948,30,32.0185,-47,26.1152,5,142.2555,-0.034681,-0.036353
1632,0.085,6,12.8641,4,-0.2864,45,32.0694,-32,25.5039,35,141.4652,-0.034269,-0.035989
1641,0.086,6,12.8436,4,-0.2781,30,32.121,-47,24.8859,20,140.6542,-0.033850,-0.035615
1649,0.086,6,12.8212,-11,-0.2699,15,32.1704,-32,24.2616,5,139.8223,-0.033424,-0.035232
1657,0.085,-9,12.7956,-11,-0.2643,30,32.2152,-32,23.6326,20,138.9675,-0.032994,-0.034839
1667,0.086,6,12.7657,-11,-0.2626,45,32.258,-32,23.0006,80,138.0974,-0.032561,-0.034439
1675,0.085,6,12.7329,-11,-0.2648,45,32.3028,-32,22.3659,-10,137.2166,-0.032126,-0.034030
1684,0.086,6,12.6986,4,-0.2693,30,32.3496,-32,21.7289,-10,136.3153,-0.031685,-0.033614
1692,0.086,-9,12.6616,-11,-0.2749,15,32.3944,-32,21.0898,50,135.3915,-0.031239,-0.033191
1700,0.085,6,12.6205,4,-0.2814,15,32.4331,-47,20.4475,65,134.4582,-0.030792,-0.032762
1710,0.086,6,12.5769,-11,-0.2889,30,32.4661,-47,19.7997,5,133.5184,-0.030345,-0.032328
1718,0.086,6,12.5321,-11,-0.2986,30,32.496,13,19.1508,5,132.5635,-0.029895,-0.031891
1726,0.085,6,12.4862,-11,-0.3119,30,32.5242,-47,18.5063,20,131.5902,-0.029443,-0.031450
1735,0.086,6,12.4392,4,-0.3272,30,32.5508,-47,17.8611,20,130.602,-0.028988,-0.031007
1743,0.086,6,12.3912,-11,-0.3433,30,32.5758,-47,17.21,110,129.6089,-0.028531,-0.030560
1753,0.086,6,12.3422,-11,-0.3614,30,32.5993,-32,16.5548,5,128.618,-0.028075,-0.030112
1761,0.086,6,12.2923,-11,-0.3827,45,32.6225,-32,15.8985,35,127.6216,-0.027618,-0.029661
1769,0.085,6,12.2415,-11,-0.4072,45,32.6482,-47,15.2414,5,126.6136,-0.027158,-0.029208
1778,0.086,-9,12.1885,-26,-0.436,30,32.6762,-32,14.5823,5,125.5921,-0.026695,-0.028754
1786,0.086,6,12.1321,-11,-0.4705,30,32.7038,-47,13.9216,5,124.5551,-0.026230,-0.028298
1796,0.086,6,12.0737,-11,-0.5091,30,32.7297,-32,13.2595,-10,123.5021,-0.025762,-0.027839
1804,0.086,6,12.0147,-26,-0.5517,30,32.7541,-32,12.5976,-10,122.4313,-0.025291,-0.027379
1812,0.086,6,11.9552,-11,-0.5994,30,32.7768,-32,11.9375,-10,121.3422,-0.024817,-0.026916
1821,0.086,-9,11.8938,-11,-0.6509,30,32.7979,-32,11.2793,-10,120.2356,-0.024342,-0.026452
1829,0.086,21,11.8306,-11,-0.7046,30,32.8175,-32,10.6233,-25,119.111,-0.023863,-0.025985
1839,0.086,6,11.7684,-11,-0.7606,30,32.8356,-32,9.9695,-40,117.9655,-0.023380,-0.025515
1847,0.086,6,11.7071,-11,-0.8186,30,32.8522,-47,9.3169,-25,116.7973,-0.022892,-0.025043
1856,0.087,21,11.6467,-11,-0.8787,30,32.8673,-32,8.6644,-10,115.61,-0.022398,-0.024567
1864,0.086,6,11.5886,-11,-0.9408,30,32.8811,-47,8.0121,-10,114.4085,-0.021902,-0.024088
1872,0.086,6,11.5314,-11,-1.0048,45,32.8948,-47,7.3589,-25,113.1937,-0.021401,-0.023605
1882,0.086,6,11.4737,4,-1.0693,45,32.9111,-32,6.7052,-25,111.9636,-0.020896,-0.023118
1890,0.086,6,11.4156,-11,-1.133,15,32.9286,-47,6.0525,-25,110.7178,-0.020386,-0.022628
1898,0.086,-9,11.3558,-11,-1.1971,15,32.9419,-47,5.3996,-10,109.4584,-0.019873,-0.022133
1907,0.086,-9,11.2918,-11,-1.263,30,32.9499,-47,4.7455,-25,108.1876,-0.019361,-0.021635
1915,0.086,-9,11.2223,-11,-1.3306,30,32.9554,-47,4.0905,-10,106.9062,-0.018848,-0.021134
1925,0.086,-9,11.1476,-11,-1.3997,30,32.9597,-47,3.4348,5,105.6174,-0.018336,-0.020629
1933,0.086,-9,11.0677,49,-1.4652,15,32.9615,-47,2.7786,-10,104.3245,-0.017823,-0.020122
1941,0.085,-9,10.9829,-11,-1.5218,15,32.9582,-47,2.1222,-10,103.0269,-0.017309,-0.019613
1950,0.086,-9,10.8933,-11,-1.5749,15,32.9488,-47,1.4658,-10,101.7237,-0.016796,-0.019103
1958,0.086,-9,10.7991,-26,-1.6312,30,32.9346,-17,0.8123,5,100.4169,-0.016286,-0.018591
1967,0.085,6,10.7017,4,-1.6907,30,32.9184,-32,0.1658,-10,99.1083,-0.015780,-0.018080
1976,0.086,6,10.604,-11,-1.7506,30,32.9016,-17,-0.4723,20,97.7999,-0.015277,-0.017569
1984,0.086,21,10.5084,4,-1.8095,45,32.8856,-32,-1.1021,20,96.4959,-0.014777,-0.017059
1992,0.085,21,10.4178,-11,-1.8675,30,32.8716,-32,-1.7248,35,95.2007,-0.014279,-0.016551
2001,0.086,-9,10.3307,-11,-1.9258,30,32.8584,-17,-2.3404,35,93.9172,-0.013785,-0.016045
2010,0.085,6,10.243,-11,-1.9857,30,32.8444,-17,-2.9464,20,92.6455,-0.013298,-0.015541
2018,0.085,6,10.1548,-11,-2.0473,30,32.8298,-32,-3.5426,-10,91.3804,-0.012816,-0.015040
2027,0.086,-9,10.0661,-11,-2.1104,30,32.8146,-32,-4.1317,5,90.117,-0.012338,-0.014543
2035,0.085,6,9.9758,4,-2.1736,30,32.7989,-32,-4.7152,5,88.8557,-0.011862,-0.014050
2043,0.085,6,9.885,-11,-2.2356,30,32.7825,-32,-5.2929,5,87.5981,-0.011389,-0.013560
2052,0.085,21,9.7967,4,-2.2965,45,32.7669,-32,-5.8647,5,86.3445,-0.010918,-0.013074
2061,0.085,6,9.7119,-11,-2.3561,30,32.7534,-17,-6.4294,20,85.0968,-0.010449,-0.012591
2069,0.085,6,9.6294,4,-2.4146,30,32.7406,-32,-6.9856,20,83.8577,-0.009983,-0.012112
2077,0.085,6,9.5479,-11,-2.4719,30,32.7272,-17,-7.5332,20,82.6288,-0.009522,-0.011636
2085,0.084,6,9.4672,4,-2.5281,15,32.7119,-32,-8.0724,20,81.4103,-0.009066,-0.011164
2094,0.084,6,9.3874,-11,-2.5832,30,32.6934,-32,-8.6045,-10,80.1996,-0.008615,-0.010696
2103,0.085,6,9.3085,-11,-2.6384,15,32.6718,-32,-9.1308,-25,78.9905,-0.008167,-0.010231
2111,0.084,6,9.2305,-11,-2.6951,15,32.6458,-47,-9.6526,-40,77.7766,-0.007720,-0.009769
2119,0.084,-9,9.1522,4,-2.7519,15,32.6144,-47,-10.1724,-40,76.5547,-0.007273,-0.009310
2128,0.085,-9,9.0708,-11,-2.8075,45,32.5802,-47,-10.6915,-10,75.3266,-0.006826,-0.008854
2137,0.085,21,8.9879,-11,-2.8632,30,32.5474,-47,-11.2097,-40,74.0956,-0.006379,-0.008400
2145,0.084,-9,8.9061,-11,-2.9203,45,32.5171,-62,-11.7282,-25,72.8609,-0.005929,-0.007948
2154,0.085,-9,8.8228,-11,-2.9787,30,32.4894,-77,-12.2506,-40,71.6217,-0.005478,-0.007497
2162,0.085,6,8.7368,-11,-3.0384,15,32.4616,-62,-12.7794,-25,70.3785,-0.005024,-0.007048
2170,0.085,-9,8.6494,-11,-3.0993,15,32.4297,-77,-13.3143,-10,69.1346,-0.004571,-0.006598
2180,0.086,-9,8.5594,-11,-3.1614,15,32.3925,-92,-13.8574,-55,67.8904,-0.004118,-0.006148
2188,0.085,-9,8.4657,-11,-3.2246,15,32.3501,-77,-14.411,-10,66.6436,-0.003664,-0.005698
2196,0.085,-9,8.3683,-11,-3.2889,15,32.3028,-92,-14.9747,5,65.4001,-0.003211,-0.005247
2205,0.086,6,8.2686,4,-3.3529,15,32.2507,-77,-15.5479,-10,64.1655,-0.002760,-0.004796
2213,0.085,-9,8.1682,-11,-3.4152,15,32.1939,-77,-16.129,-40,62.9361,-0.002310,-0.004344
2222,0.085,21,8.0683,-11,-3.4773,30,32.1338,-92,-16.7175,-25,61.7068,-0.001858,-0.003892
2231,0.086,6,7.9716,-11,-3.5404,15,32.072,-62,-17.3129,-40,60.4768,-0.001403,-0.003440
2239,0.085,-9,7.8768,-11,-3.6044,15,32.0071,-62,-17.9111,-85,59.2412,-0.000947,-0.002987
2247,0.085,-9,7.7799,-11,-3.6693,15,31.9379,-62,-18.5089,-100,57.9901,-0.000489,-0.002533
2256,0.086,-9,7.6796,-11,-3.7351,15,31.8646,-77,-19.1077,-100,56.7178,-0.000027,-0.002079
2265,0.085,6,7.5775,4,-3.8004,15,31.7873,-77,-19.7097,-115,55.4227,0.000440,-0.001623
2274,0.086,6,7.4761,-11,-3.8639,15,31.7061,-62,-20.3146,-115,54.1031,0.000916,-0.001165
2282,0.086,6,7.3769,-11,-3.9269,15,31.6213,-77,-20.9209,-100,52.7601,0.001398,-0.000704
2290,0.085,21,7.2812,-11,-3.9907,15,31.5328,-77,-21.5297,-100,51.3975,0.001886,-0.000240
2299,0.086,6,7.1901,-11,-4.0553,15,31.4408,-77,-22.1418,-70,50.0203,0.002379,0.000229
2308,0.086,6,7.1024,-11,-4.1207,15,31.3455,-92,-22.7585,-55,48.6358,0.002875,0.000703
2316,0.085,21,7.0179,-11,-4.1867,15,31.2469,-77,-23.3806,20,47.2567,0.003371,0.001180
2325,0.086,21,6.9392,-11,-4.2534,15,31.1452,-92,-24.0078,-10,45.8951,0.003865,0.001661
2333,0.086,6,6.8662,4,-4.3194,30,31.0419,-62,-24.6384,20,44.5549,0.004354,0.002146
