149,0.06,2.4065,0.0,-0.0,-0.9451,-0.952
155,0.06,2.4015,-0.0833,-0.075,-2.5945,-2.4302
161,0.06,2.4015,0.0,-0.0075,0.0,-0.243
167,0.06,2.4065,0.0,-0.0007,0.0,-0.0243
174,0.062,2.4065,0.0,-0.0001,0.0,-0.0024
180,0.062,2.4015,0.0,-0.0,1.23,1.1068
186,0.062,2.4065,0.0806,0.0726,2.5238,2.3821
192,0.061,2.4015,-0.082,-0.0665,-1.0903,-0.7431
198,0.061,2.4065,0.0,-0.0067,0.0,-0.0743
204,0.061,2.4065,0.0,-0.0007,0.0,-0.0074
210,0.061,2.4065,0.0,-0.0001,0.0,-0.0007
216,0.061,2.4015,0.0,-0.0,1.2295,1.1065
222,0.061,2.4015,0.0,-0.0,0.0,0.1106
228,0.061,2.4065,0.0,-0.0,0.0,0.0111
234,0.06,2.4015,-0.0833,-0.075,-1.25,-1.1239
240,0.06,2.4065,0.0833,0.0675,1.125,0.9001
246,0.06,2.4065,0.0,0.0067,-1.2096,-0.9987
252,0.06,2.4065,0.0833,0.0757,2.3697,2.0329
259,0.061,2.4015,-0.082,-0.0662,-1.0853,-0.7735
265,0.061,2.4015,-0.082,-0.0804,-1.3178,-1.2634
271,0.061,2.4065,0.0,-0.008,0.0,-0.1263
277,0.061,2.4065,0.082,0.073,1.1961,1.0639
282,0.06,2.4015,0.0,0.0073,0.0,0.1064
288,0.06,2.4015,-0.0833,-0.0743,-1.2378,-1.1034
294,0.06,2.4015,0.0,-0.0074,1.25,1.0146
301,0.061,2.4015,-0.082,-0.0745,-2.328,-1.9938
307,0.061,2.4015,-0.082,-0.0812,-1.3315,-1.3977
313,0.061,2.3965,-0.1639,-0.1557,-3.7924,-3.5529
319,0.06,2.3965,-0.0833,-0.0906,-0.4061,-0.7208
325,0.06,2.3915,-0.1667,-0.1591,-1.3111,-1.2521
331,0.06,2.3915,-0.25,-0.2409,-4.0151,-3.7388
337,0.06,2.3915,-0.25,-0.2491,-5.3676,-5.2047
344,0.062,2.3865,-0.2419,-0.2427,-3.9137,-4.0428
350,0.062,2.3915,-0.1613,-0.1694,-1.5348,-1.7856
356,0.062,2.3865,-0.2419,-0.2347,-3.7853,-3.5853
362,0.061,2.3865,-0.2459,-0.2448,-2.7913,-2.8707
368,0.061,2.3865,-0.2459,-0.2458,-2.6979,-2.7152
374,0.061,2.3815,-0.2459,-0.2459,-1.4791,-1.6027
380,0.061,2.3815,-0.2459,-0.2459,-2.5464,-2.452
387,0.062,2.3765,-0.2419,-0.2423,-1.3432,-1.4541
393,0.062,2.3765,-0.2419,-0.242,-0.0173,-0.161
399,0.062,2.3765,-0.2419,-0.2419,0.1153,0.0877
405,0.061,2.3715,-0.2459,-0.2455,-0.0467,-0.0333
411,0.061,2.3715,-0.3279,-0.3196,-2.4624,-2.2195
417,0.061,2.3665,-0.3279,-0.327,-1.5141,-1.5846
423,0.061,2.3665,-0.3279,-0.3278,-1.3607,-1.3831
430,0.062,2.3665,-0.3226,-0.3231,-1.2469,-1.2605
436,0.062,2.3665,-0.2419,-0.2501,-0.0672,-0.1865
442,0.062,2.3615,-0.3226,-0.3153,-1.1198,-1.0265
449,0.062,2.3615,-0.2419,-0.2493,-0.1119,-0.2034
455,0.062,2.3615,-0.2419,-0.2427,-0.0111,-0.0304
461,0.062,2.3615,-0.2419,-0.242,-0.0011,-0.004
467,0.062,2.3565,-0.2419,-0.2419,0.0574,0.0513
473,0.062,2.3515,-0.3226,-0.3145,0.0824,0.0793
479,0.062,2.3465,-0.3226,-0.3218,0.085,0.0844
485,0.062,2.3465,-0.3226,-0.3225,0.0853,0.0852
491,0.061,2.3415,-0.4098,-0.4011,-1.2787,-1.1423
497,0.061,2.3415,-0.4098,-0.409,-2.6051,-2.4588
503,0.061,2.3415,-0.3279,-0.336,-0.3386,-0.5506
509,0.06,2.3415,-0.3333,-0.3336,-1.4055,-1.32
516,0.061,2.3365,-0.4098,-0.4022,-2.6155,-2.486
523,0.062,2.3365,-0.4032,-0.4031,-2.5987,-2.5874
529,0.062,2.3315,-0.4032,-0.4032,-2.6012,-2.5998
535,0.062,2.3315,-0.3226,-0.3306,-0.2601,-0.494
541,0.062,2.3315,-0.2419,-0.2508,1.1446,0.9808
547,0.062,2.3265,-0.3226,-0.3154,0.1145,0.2011
552,0.061,2.3215,-0.3279,-0.3266,1.221,1.119
559,0.062,2.3215,-0.3226,-0.323,1.3868,1.36
565,0.062,2.3215,-0.3226,-0.3226,0.2155,0.3299
571,0.062,2.3215,-0.3226,-0.3226,0.1777,0.1929
577,0.061,2.3165,-0.3279,-0.3273,1.2274,1.124
583,0.06,2.3115,-0.4167,-0.4077,-0.0768,0.0433
589,0.06,2.3165,-0.25,-0.2658,2.2908,2.066
595,0.06,2.3115,-0.3333,-0.3266,0.0678,0.2676
602,0.061,2.3115,-0.3279,-0.3277,-1.2612,-1.1083
608,0.061,2.3115,-0.2459,-0.2541,1.0052,0.7938
614,0.062,2.3065,-0.2419,-0.2431,1.3463,1.2911
620,0.061,2.3065,-0.2459,-0.2456,1.2682,1.2705
626,0.061,2.3015,-0.3279,-0.3196,0.0488,0.171
632,0.061,2.2965,-0.4098,-0.4008,-1.2825,-1.1371
638,0.061,2.2915,-0.4098,-0.4089,-1.3376,-1.3176
