millis, dt(10),fsr1,fsr1_calibrated,fsr2,fsr2_calibrated,fsr3,fsr3_calibrated,fsr4,fsr4_calibrated,fsr5,fsr5_calibrated,pos,vel,vel_filtered(exp=0.9),acc,acc_filtered(exp=0.9)
86232,0.097,-21,-6.9648,-3,-5.6828,15,3.5069,-9,-7.4712,-11,-7.0173,1.9715,0.0,-0.0047,0.0,-0.0787
86242,0.097,-21,-6.9842,-3,-5.7398,0,3.5083,-9,-7.4826,-11,-7.0136,1.9765,0.0,-0.0005,-0.4777,-0.4378
86251,0.096,-21,-7.0081,-18,-5.7956,15,3.511,-9,-7.4942,-11,-7.0113,1.9765,0.0521,0.0468,0.4878,0.3952
86261,0.097,-6,-7.0349,12,-5.8503,0,3.515,-24,-7.5073,-11,-7.0105,1.9715,-0.0515,-0.0417,-0.43,-0.3475
86270,0.097,-21,-7.0632,12,-5.8999,0,3.5191,-9,-7.5232,-11,-7.0111,1.9715,0.0,-0.0042,0.4828,0.3997
86281,0.098,-21,-7.0944,-3,-5.9432,0,3.5217,-9,-7.5406,-11,-7.0131,1.9715,0.0,-0.0004,0.0,0.04
86290,0.097,-6,-7.1284,-33,-5.9857,0,3.5231,-9,-7.558,-11,-7.0165,1.9765,0.0515,0.0464,0.4778,0.434
86300,0.097,-21,-7.1637,12,-6.0299,0,3.5232,21,-7.5728,4,-7.0198,1.9715,-0.0515,-0.0418,-0.4305,-0.344
86309,0.097,-21,-7.2016,-18,-6.0733,0,3.522,-9,-7.5825,-11,-7.0219,1.9715,0.0,-0.0042,0.0,-0.0344
86320,0.099,-6,-7.242,12,-6.1144,0,3.5197,6,-7.5885,-11,-7.0239,1.9715,0.0,-0.0004,0.4735,0.4227
86329,0.097,-21,-7.2836,-3,-6.152,0,3.5161,-24,-7.5934,-11,-7.0273,1.9715,0.0,-0.0,0.0,0.0423
86339,0.097,-21,-7.3276,-3,-6.1862,0,3.5115,6,-7.5988,4,-7.0307,1.9715,-0.0515,-0.0464,-0.4783,-0.4263
86348,0.097,-6,-7.3739,12,-6.2171,0,3.5057,-9,-7.6032,-11,-7.0328,1.9715,-0.0515,-0.051,-1.0089,-0.9506
86359,0.098,-21,-7.4211,-18,-6.2447,0,3.4988,-9,-7.6066,-11,-7.0348,1.9765,0.051,0.0408,0.8421,0.6628
86368,0.098,-6,-7.4693,-33,-6.2744,0,3.4909,6,-7.6091,-11,-7.0383,1.9715,0.0,0.0041,0.0,0.0663
86378,0.097,-21,-7.5182,-3,-6.3087,0,3.482,-24,-7.6107,-11,-7.043,1.9715,0.0,0.0004,0.0,0.0066
86387,0.097,-21,-7.5694,12,-6.3423,0,3.4721,-9,-7.6141,-11,-7.049,1.9715,-0.0515,-0.0464,-0.9557,-0.8594
86397,0.097,-21,-7.6238,12,-6.3699,0,3.4612,-9,-7.6192,19,-7.0535,1.9715,0.0,-0.0046,0.4305,0.3015
86407,0.098,-21,-7.6816,-18,-6.393,0,3.4494,-9,-7.6247,-11,-7.0541,1.9715,0.0,-0.0005,0.0,0.0301
86417,0.097,-6,-7.7412,132,-6.4037,0,3.4367,-9,-7.6305,-11,-7.0534,1.9715,0.0,-0.0,0.0,0.003
86426,0.097,-6,-7.7999,12,-6.3892,0,3.4231,-9,-7.6366,-11,-7.0541,1.9715,0.0,-0.0,0.0,0.0003
86436,0.097,-21,-7.8578,-3,-6.3594,0,3.4087,-9,-7.643,19,-7.0536,1.9715,0.0,-0.0,0.4783,0.4305
86446,0.098,-21,-7.9175,12,-6.3266,0,3.3935,-9,-7.6498,4,-7.0479,1.9715,0.0,-0.0,0.5207,0.5117
86455,0.096,-6,-7.9788,12,-6.2896,15,3.3788,-24,-7.6582,-26,-7.0397,1.9765,0.0,-0.0,-0.4252,-0.3315
86465,0.097,-6,-8.0392,-3,-6.2484,0,3.3659,-9,-7.6694,-11,-7.0345,1.9715,0.0,-0.0,0.0,-0.0331
86474,0.096,9,-8.0959,-3,-6.2058,0,3.3535,6,-7.6808,-26,-7.0334,1.9765,0.0521,0.0469,0.4883,0.4361
86484,0.097,-6,-8.1478,-63,-6.1685,0,3.3402,-24,-7.6911,-11,-7.0364,1.9715,0.0,0.0047,0.4778,0.4737
86494,0.097,-6,-8.1962,-33,-6.1442,0,3.3261,-9,-7.7029,4,-7.0407,1.9715,0.0,0.0005,0.0,0.0474
86503,0.096,99,-8.2334,-18,-6.1313,0,3.3113,-9,-7.7161,-11,-7.0437,1.9715,0.0,0.0,0.0,0.0047
86513,0.096,-6,-8.2504,132,-6.1111,0,3.2956,-9,-7.7294,4,-7.0453,1.9715,0.0,0.0,0.0,0.0005
86522,0.096,-6,-8.2569,132,-6.0561,0,3.2792,-9,-7.7429,-11,-7.0457,1.9715,0.0,0.0,0.0,0.0
86533,0.097,-6,-8.2624,-48,-5.9698,0,3.2621,-9,-7.7564,-11,-7.0461,1.9765,0.0515,0.0464,0.4783,0.4304
86542,0.096,-6,-8.267,12,-5.8795,15,3.2456,-9,-7.77,-11,-7.0479,1.9715,0.0,0.0046,0.0,0.043
86552,0.097,-6,-8.2707,-18,-5.7932,0,3.2311,-24,-7.785,4,-7.0497,1.9715,-0.0515,-0.0459,-0.4735,-0.4218
86561,0.096,-6,-8.2735,102,-5.7002,-15,3.2158,111,-7.7921,4,-7.0489,1.9765,0.0521,0.0423,0.4404,0.3542
86572,0.098,-21,-8.2767,-3,-5.5917,0,3.1971,-9,-7.7797,-11,-7.0455,1.9715,-0.051,-0.0417,-0.9037,-0.7779
86581,0.097,-6,-8.2817,-108,-5.4851,0,3.1765,-9,-7.7575,-11,-7.0424,1.9765,0.0515,0.0422,0.4353,0.314
86591,0.097,-6,-8.2871,-33,-5.4015,0,3.1553,-9,-7.7364,-11,-7.0406,1.9715,0.0,0.0042,0.0,0.0314
86600,0.097,-21,-8.2928,-3,-5.3337,0,3.1335,-9,-7.7162,-11,-7.0404,1.9765,0.0515,0.0468,0.4826,0.4375
86610,0.097,-6,-8.3002,-3,-5.2696,15,3.1126,6,-7.6957,-11,-7.0415,1.9715,0.0,0.0047,0.0,0.0437
86620,0.098,-6,-8.308,-18,-5.2077,0,3.0937,-9,-7.6736,-11,-7.044,1.9765,0.051,0.0464,0.4733,0.4304
86630,0.097,-21,-8.316,-3,-5.1492,0,3.0756,-9,-7.6512,4,-7.0465,1.9715,-0.0515,-0.0418,-0.9087,-0.7748
86639,0.097,-6,-8.3257,-33,-5.0955,0,3.0568,-9,-7.6298,-11,-7.0477,1.9765,0.0515,0.0422,0.4352,0.3142
86649,0.097,-6,-8.3356,-3,-5.0477,15,3.0388,-24,-7.6109,-11,-7.0489,1.9715,0.0,0.0042,0.4735,0.4576
86659,0.098,-21,-8.3457,-3,-5.0032,-15,3.0215,6,-7.5942,19,-7.0488,1.9765,0.0,0.0004,-0.4315,-0.3426
86669,0.097,-21,-8.3587,-3,-4.959,0,3.0023,-24,-7.5785,-11,-7.0449,1.9715,0.0,0.0,0.4298,0.3526
86678,0.097,-6,-8.3745,-48,-4.9193,0,2.9813,-9,-7.5649,-11,-7.0398,1.9715,-0.0515,-0.0464,-0.9135,-0.7869
86688,0.097,-6,-8.3903,-3,-4.8879,0,2.9597,-9,-7.5536,-11,-7.0363,1.9715,0.0,-0.0046,0.0,-0.0787
86697,0.097,-6,-8.4049,-3,-4.8606,0,2.9377,-9,-7.5431,-11,-7.0342,1.9765,0.0,-0.0005,-0.4826,-0.4422
86708,0.098,-21,-8.4196,-3,-4.8334,0,2.9152,-9,-7.5334,-11,-7.0336,1.9715,0.0,-0.0,0.0,-0.0442
86717,0.097,-21,-8.437,-18,-4.8076,0,2.8923,-9,-7.5244,-11,-7.0344,1.9715,-0.0515,-0.0464,-0.9565,-0.8653
86727,0.097,9,-8.4557,-3,-4.7844,0,2.869,-9,-7.5162,4,-7.0352,1.9765,0.0515,0.0418,0.8609,0.6883
86736,0.097,-21,-8.4731,-3,-4.7625,0,2.8452,-9,-7.5087,-11,-7.0348,1.9715,-0.0515,-0.0422,-0.8704,-0.7146
86747,0.098,9,-8.4891,12,-4.7393,0,2.8212,-9,-7.502,-11,-7.0345,1.9765,0.051,0.0417,0.4255,0.3115
86756,0.097,-6,-8.5026,-48,-4.7174,0,2.7967,-9,-7.4959,4,-7.0342,1.9765,0.0,0.0042,0.0,0.0311
86765,0.096,9,-8.5121,-18,-4.7034,0,2.7719,-9,-7.4906,-11,-7.0328,1.9715,0.0,0.0004,0.0,0.0031
86775,0.097,-6,-8.5179,-33,-4.6984,0,2.7468,-9,-7.4859,4,-7.0301,1.9715,0.0,0.0,0.4782,0.4307
86785,0.097,-6,-8.5214,-3,-4.6995,0,2.7214,-9,-7.4819,-11,-7.0262,1.9765,0.0515,0.0464,0.4783,0.4735
86794,0.097,-21,-8.5251,102,-4.6934,0,2.6957,-9,-7.4785,-11,-7.0226,1.9715,-0.0515,-0.0418,-0.4304,-0.34
86804,0.096,-6,-8.5306,-48,-4.6723,0,2.6697,-9,-7.4757,-11,-7.0204,1.9765,0.0521,0.0427,0.4448,0.3663
86814,0.097,-21,-8.5376,-3,-4.6499,0,2.6435,-9,-7.4735,-11,-7.0197,1.9765,0.0515,0.0507,1.0006,0.9372
86823,0.096,-6,-8.5462,147,-4.6183,15,2.6183,-9,-7.472,-11,-7.0204,1.9715,-0.0521,-0.0418,-0.8704,-0.6897
86834,0.098,-6,-8.555,-3,-4.5606,0,2.5956,-9,-7.471,-11,-7.0225,1.9715,0.0,-0.0042,0.4308,0.3187
86843,0.096,-6,-8.5626,-63,-4.496,0,2.5738,-9,-7.4706,4,-7.0246,1.9715,-0.0521,-0.0473,-0.927,-0.8024
86853,0.097,-6,-8.5692,-3,-4.4431,0,2.5517,-9,-7.4707,-11,-7.0254,1.9765,0.0,-0.0047,0.0,-0.0802
86862,0.097,9,-8.5734,-3,-4.3963,0,2.5293,6,-7.47,-11,-7.0262,1.9715,0.0,-0.0005,0.0,-0.008
86872,0.097,-21,-8.5752,-3,-4.3503,0,2.5066,-9,-7.4673,4,-7.0272,1.9715,0.0,-0.0,0.0,-0.0008
86882,0.097,-6,-8.5774,-18,-4.3064,0,2.4836,-9,-7.4639,4,-7.0255,1.9715,-0.0515,-0.0464,-0.9566,-0.861
86891,0.097,9,-8.5786,-3,-4.2657,0,2.4604,-9,-7.461,-11,-7.0213,1.9715,0.0,-0.0046,0.4304,0.3013
86901,0.097,-6,-8.5763,-48,-4.231,15,2.4382,-9,-7.4588,4,-7.016,1.9715,-0.0515,-0.0469,-0.9233,-0.8008
86910,0.096,-6,-8.5718,-33,-4.2073,0,2.4183,-9,-7.4572,-11,-7.0097,1.9715,-0.0521,-0.0516,-1.0648,-1.0384
86921,0.098,-21,-8.5678,-3,-4.193,15,2.4008,-9,-7.4562,4,-7.0022,1.9765,0.051,0.0408,0.8426,0.6545
86930,0.096,-6,-8.5657,-48,-4.1853,0,2.3856,-9,-7.4558,-11,-6.9937,1.9765,0.0521,0.051,0.5307,0.5431
86940,0.097,-6,-8.564,-18,-4.1866,0,2.3712,6,-7.4546,-11,-6.9855,1.9715,0.0,0.0051,0.4876,0.4931
86949,0.096,-6,-8.5615,-63,-4.1992,0,2.3563,-24,-7.4526,-11,-6.979,1.9765,0.0,0.0005,0.0,0.0493
86960,0.098,-6,-8.5582,-18,-4.2243,-15,2.3397,-9,-7.4526,4,-6.9727,1.9715,0.0,0.0001,0.0,0.0049
86969,0.097,-6,-8.554,-3,-4.2562,0,2.3201,-9,-7.4544,-11,-6.9654,1.9765,0.0515,0.0464,0.4783,0.431
86978,0.096,-6,-8.5491,-3,-4.2882,15,2.3002,-9,-7.4567,-11,-6.9583,1.9715,0.0,0.0046,0.4833,0.4781
86988,0.097,-6,-8.5434,-48,-4.3228,-15,2.2813,-24,-7.4609,-11,-6.9529,1.9715,0.0,0.0005,0.0,0.0478
86998,0.097,-21,-8.5383,12,-4.3626,15,2.2622,6,-7.4667,-11,-6.949,1.9715,0.0,0.0,0.483,0.4395
87008,0.098,-21,-8.5363,12,-4.4009,15,2.2453,-9,-7.4717,-11,-6.9467,1.9765,0.051,0.0459,0.9947,0.9392
87017,0.096,-6,-8.5375,-33,-4.4364,0,2.2321,-9,-7.4757,-11,-6.9458,1.9715,-0.0521,-0.0423,-0.8651,-0.6846
87027,0.097,-21,-8.5404,12,-4.4731,0,2.2197,-9,-7.4802,-11,-6.9464,1.9715,-0.0515,-0.0506,-1.0471,-1.0109
87036,0.096,-21,-8.5463,-3,-4.5082,15,2.2083,-9,-7.485,4,-6.9471,1.9715,0.0,-0.0051,0.0,-0.1011
87047,0.098,-21,-8.5564,-3,-4.5407,0,2.1989,-9,-7.4903,19,-6.9439,1.9765,0.0,-0.0005,0.0,-0.0101
87056,0.096,-6,-8.5692,-18,-4.573,0,2.1904,-9,-7.496,-11,-6.9356,1.9765,0.0521,0.0468,0.4878,0.438
87066,0.097,-6,-8.5822,-48,-4.6105,15,2.1826,-9,-7.502,-11,-6.9264,1.9765,0.0,0.0047,-0.4783,-0.3867
87075,0.097,-6,-8.5939,12,-4.6544,0,2.177,-9,-7.5084,4,-6.9175,1.9765,0.0515,0.0469,0.4831,0.3961
87086,0.098,-21,-8.6057,-3,-4.6978,0,2.172,-24,-7.5165,-11,-6.9076,1.9715,0.0,0.0047,0.0,0.0396
87095,0.097,-6,-8.6189,-48,-4.7422,0,2.1664,-9,-7.5276,-11,-6.8981,1.9765,0.0515,0.0469,0.4831,0.4387
87105,0.097,-6,-8.6322,-48,-4.7966,0,2.1601,-9,-7.5401,-11,-6.8904,1.9765,0.0,0.0047,-0.4734,-0.3822
87114,0.097,-6,-8.6442,-48,-4.8648,0,2.1533,-9,-7.5529,-11,-6.8842,1.9715,0.0,0.0005,0.4359,0.3541
87124,0.097,-6,-8.655,12,-4.9411,0,2.1459,-9,-7.5658,-11,-6.8797,1.9715,0.0,0.0,0.5219,0.5051
87134,0.098,-21,-8.6658,-18,-5.0173,0,2.1379,-9,-7.5789,4,-6.8754,1.9715,0.0,0.0,0.0,0.0505
87143,0.096,-6,-8.6781,-33,-5.0947,0,2.1294,-9,-7.5922,-11,-6.87,1.9715,-0.0521,-0.0469,-0.4883,-0.4344
87153,0.097,-6,-8.6904,-3,-5.176,0,2.1204,-9,-7.6056,-11,-6.865,1.9715,-0.0515,-0.0511,-1.0093,-0.9518
87162,0.096,-6,-8.7015,12,-5.2556,0,2.1109,-9,-7.6191,-11,-6.8615,1.9765,0.0,-0.0051,0.0,-0.0952
87173,0.098,-6,-8.7113,132,-5.3179,0,2.1009,6,-7.6315,-11,-6.8595,1.9715,-0.051,-0.0464,-0.9519,-0.8663
87182,0.096,9,-8.7186,-3,-5.3527,15,2.0917,-9,-7.6413,4,-6.8578,1.9765,0.0521,0.0422,0.4399,0.3093
87192,0.097,-6,-8.7221,-18,-5.3753,150,2.0978,6,-7.6488,-11,-6.8549,1.9765,0.0,0.0042,-0.4831,-0.4039
87201,0.096,9,-8.7219,-3,-5.399,0,2.1307,6,-7.6525,4,-6.8509,1.9715,-0.0521,-0.0465,-0.4839,-0.4759
87212,0.098,-21,-8.7195,-3,-5.4226,0,2.1752,-9,-7.6527,-11,-6.8458,1.9765,0.051,0.0413,0.4212,0.3315
87221,0.097,-6,-8.7174,-3,-5.4447,0,2.2177,-9,-7.6521,-11,-6.841,1.9765,0.0515,0.0505,0.5208,0.5019
87231,0.097,-6,-8.7158,-63,-5.4706,15,2.2597,-9,-7.6519,-11,-6.8378,1.9715,0.0,0.0051,0.0,0.0502
87240,0.097,-6,-8.7133,-63,-5.5108,0,2.3023,-24,-7.6536,4,-6.8348,1.9715,0.0,0.0005,0.4832,0.4399
87249,0.096,9,-8.7086,-3,-5.5649,-15,2.3431,-9,-7.6583,-11,-6.8308,1.9715,0.0,0.0001,0.5321,0.5229
87260,0.098,-21,-8.7017,-3,-5.6219,0,2.3793,-9,-7.6646,4,-6.8257,1.9715,-0.051,-0.0459,-0.4685,-0.3694
87269,0.096,-21,-8.6967,-18,-5.6778,0,2.4124,-9,-7.6713,-11,-6.8195,1.9765,0.0521,0.0423,0.9241,0.7947
87279,0.097,-6,-8.6949,-48,-5.7379,0,2.4438,-9,-7.6783,-11,-6.8136,1.9715,-0.0515,-0.0422,-0.8701,-0.7036
87289,0.097,-6,-8.6934,-18,-5.806,15,2.4749,-9,-7.6855,4,-6.8081,1.9765,0.0,-0.0042,0.0,-0.0704
87299,0.098,-21,-8.6924,-3,-5.8779,0,2.5068,-9,-7.693,4,-6.8002,1.9765,0.051,0.0455,0.9383,0.8374
87308,0.096,-21,-8.6944,-3,-5.9482,30,2.541,-9,-7.7008,-11,-6.7901,1.9715,-0.0521,-0.0423,-0.8708,-0.7
87318,0.097,-6,-8.6994,-33,-6.0182,0,2.5787,-9,-7.7088,-11,-6.7804,1.9765,0.0,-0.0042,-0.5208,-0.5387
87328,0.097,-21,-8.7059,-18,-6.0919,0,2.6171,-9,-7.7171,-11,-6.7724,1.9765,0.0515,0.046,0.4739,0.3726
87337,0.097,-6,-8.7139,-3,-6.1679,-15,2.6523,-9,-7.7256,-26,-6.7674,1.9715,0.0,0.0046,0.0,0.0373
87347,0.098,69,-8.7155,-18,-6.2434,0,2.683,-9,-7.7343,-11,-6.7667,1.9765,0.051,0.0464,0.4732,0.4296
87357,0.097,-6,-8.7029,-33,-6.3211,15,2.7119,-9,-7.7432,-11,-6.7688,1.9765,0.0515,0.051,0.9994,0.9424
87366,0.097,-6,-8.6832,-18,-6.4034,0,2.7418,-9,-7.7524,-11,-6.7724,1.9765,0.0,0.0051,-0.4359,-0.2981
87376,0.097,-6,-8.663,12,-6.4863,0,2.7712,-9,-7.7617,-11,-6.7773,1.9765,0.0515,0.0469,0.9182,0.7966
87386,0.097,9,-8.641,-3,-6.5645,0,2.7989,-9,-7.7713,4,-6.7823,1.9715,-0.0515,-0.0417,-0.4299,-0.3073
87396,0.097,-6,-8.6161,-48,-6.642,0,2.8248,-9,-7.781,-11,-6.786,1.9765,0.0,-0.0042,-0.469,-0.4529
87405,0.097,-6,-8.5896,-3,-6.7242,0,2.8491,-9,-7.7909,4,-6.7884,1.9715,0.0,-0.0004,0.4363,0.3474
87415,0.097,-6,-8.5629,12,-6.8054,0,2.8717,6,-7.7996,-11,-6.7896,1.9765,0.0,-0.0,0.0,0.0347
87425,0.097,-6,-8.536,12,-6.8793,15,2.8941,-9,-7.8059,4,-6.7897,1.9715,-0.0515,-0.0464,-0.9522,-0.8535
87435,0.098,-6,-8.509,12,-6.9445,0,2.9175,-9,-7.8111,4,-6.7872,1.9765,0.051,0.0413,0.4212,0.2937
87444,0.097,-6,-8.4817,-48,-7.0067,0,2.9405,6,-7.8153,4,-6.7811,1.9765,0.0,0.0041,-0.4781,-0.4009
87453,0.096,-6,-8.4543,-63,-7.0777,0,2.962,-9,-7.8172,-11,-6.7726,1.9715,-0.0521,-0.0465,-1.0155,-0.9541
87463,0.097,-6,-8.4268,-63,-7.1651,0,2.9818,-9,-7.8181,-11,-6.7645,1.9765,0.0,-0.0046,0.0,-0.0954
87473,0.097,-6,-8.3991,-3,-7.2646,0,3.0,6,-7.8181,4,-6.7568,1.9715,-0.0515,-0.0469,-0.9666,-0.8795
87483,0.097,-6,-8.3713,-63,-7.3705,15,3.0181,-9,-7.8158,-11,-6.7482,1.9765,0.0515,0.0417,0.8599,0.6859
87492,0.096,-6,-8.3434,-3,-7.4826,0,3.0372,-9,-7.8128,-11,-6.7399,1.9715,-0.0521,-0.0427,-0.4448,-0.3318
87502,0.097,-6,-8.3155,-48,-7.5994,15,3.0574,-9,-7.8102,-11,-6.7334,1.9715,0.0,-0.0043,0.0,-0.0332
87512,0.097,-6,-8.2874,102,-7.7102,0,3.0786,-9,-7.8081,-11,-6.7286,1.9765,0.0,-0.0004,0.0,-0.0033
87522,0.097,-6,-8.2593,-48,-7.8059,0,3.0995,-9,-7.8065,4,-6.724,1.9765,0.0515,0.0463,0.9561,0.8602
87531,0.096,-6,-8.2311,27,-7.8935,0,3.1188,-9,-7.8053,4,-6.7171,1.9715,-0.0521,-0.0422,-0.87,-0.697
87541,0.097,-6,-8.2029,-3,-7.9756,0,3.1365,-9,-7.8046,-11,-6.708,1.9715,-0.0515,-0.0506,-0.5218,-0.5393
87550,0.097,-21,-8.176,-3,-8.0513,0,3.1525,-9,-7.8043,-11,-6.6993,1.9715,0.0,-0.0051,0.479,0.3772
87561,0.098,-21,-8.153,-3,-8.1232,0,3.1671,6,-7.8032,-11,-6.6923,1.9765,0.0,-0.0005,0.0,0.0377
87570,0.097,-6,-8.1338,-3,-8.1914,0,3.1802,-9,-7.7998,-11,-6.6871,1.9715,0.0,-0.0001,0.4831,0.4385
87580,0.097,-6,-8.1156,-33,-8.2586,0,3.1918,-9,-7.7957,-11,-6.6834,1.9765,0.0,-0.0,-0.43,-0.3431
87589,0.097,-6,-8.0972,-18,-8.3288,0,3.202,-9,-7.7921,-11,-6.6814,1.9765,0.0515,0.0464,0.9185,0.7923
87600,0.098,-6,-8.0785,-3,-8.4005,0,3.2108,6,-7.7877,-11,-6.681,1.9715,0.0,0.0046,0.0,0.0792
87609,0.097,-6,-8.0596,-3,-8.4697,0,3.2182,-9,-7.7812,-11,-6.6821,1.9765,0.0,0.0005,0.0,0.0079
87618,0.096,-6,-8.0405,12,-8.5339,0,3.2243,6,-7.7726,-26,-6.686,1.9715,-0.0521,-0.0468,-0.9706,-0.8727
87628,0.097,9,-8.0199,-18,-8.5932,0,3.2291,-9,-7.7621,-11,-6.694,1.9765,0.0515,0.0417,0.8655,0.6916
87638,0.097,-6,-7.9964,-48,-8.6542,0,3.2326,-9,-7.751,4,-6.7032,1.9715,0.0,0.0042,0.5218,0.5388
87648,0.098,-6,-7.9715,-3,-8.7208,0,3.235,-9,-7.7406,-11,-6.7111,1.9765,0.051,0.0463,0.4728,0.4794
87657,0.096,-6,-7.9466,12,-8.7863,15,3.2374,-9,-7.7309,-11,-6.719,1.9715,-0.0521,-0.0422,-0.44,-0.3481
87667,0.097,-21,-7.923,-18,-8.8467,0,3.2413,-9,-7.722,4,-6.7268,1.9715,0.0,-0.0042,0.0,-0.0348
87676,0.096,-6,-7.902,-3,-8.9048,0,3.2452,-9,-7.7137,-11,-6.7333,1.9715,-0.0521,-0.0473,-0.4927,-0.4469
87687,0.098,-6,-7.8822,-18,-8.9619,0,3.2479,-9,-7.7061,-11,-6.7398,1.9715,-0.051,-0.0506,-0.9902,-0.9359
87696,0.096,-6,-7.8622,132,-9.0062,15,3.2507,-9,-7.6991,-11,-6.7477,1.9715,0.0,-0.0051,0.0,-0.0936
87706,0.097,-6,-7.8421,-63,-9.0302,0,3.255,6,-7.6914,4,-6.7555,1.9765,0.0,-0.0005,0.0,-0.0094
87715,0.097,-6,-7.8219,-48,-9.0539,15,3.2606,-9,-7.6818,-11,-6.762,1.9765,0.0515,0.0463,0.9605,0.8635
87726,0.098,-21,-7.8029,-3,-9.0882,0,3.2675,-9,-7.6716,-11,-6.7684,1.9765,0.0,0.0046,-0.4256,-0.2967
87735,0.097,-6,-7.7864,-48,-9.1272,-15,3.2732,-9,-7.6621,4,-6.7749,1.9765,0.0515,0.0469,0.483,0.4051
87745,0.097,-21,-7.7724,-3,-9.171,0,3.2748,-9,-7.6534,4,-6.7787,1.9715,-0.0515,-0.0417,-0.9076,-0.7764
87754,0.097,9,-7.7594,-18,-9.2168,15,3.2753,-9,-7.6453,-11,-6.78,1.9715,0.0,-0.0042,0.4355,0.3143
87764,0.097,-21,-7.7461,12,-9.2605,0,3.2773,-9,-7.638,-11,-6.7814,1.9715,0.0,-0.0004,0.0,0.0314
87774,0.098,-6,-7.7339,117,-9.2889,0,3.2794,-9,-7.6313,-11,-6.7842,1.9715,0.0,-0.0,0.4826,0.4375
87784,0.097,-6,-7.7227,-48,-9.296,0,3.2803,-9,-7.6252,4,-6.7871,1.9715,0.0,-0.0,0.5221,0.5137
87793,0.097,-21,-7.7125,-3,-9.298,0,3.28,6,-7.6185,4,-6.7875,1.9715,0.0,-0.0,0.0,0.0514
87802,0.096,-21,-7.706,-18,-9.3031,-15,3.2772,-24,-7.6112,-11,-6.7854,1.9715,-0.0521,-0.0469,-0.4883,-0.4343
87813,0.098,-6,-7.703,-3,-9.3084,0,3.2707,-9,-7.6058,-11,-6.7835,1.9765,0.0,-0.0047,-0.4729,-0.469
87823,0.097,-6,-7.7007,-18,-9.314,0,3.2619,6,-7.6011,-11,-6.7832,1.9765,0.0,-0.0005,0.0,-0.0469
87832,0.097,-21,-7.6993,-3,-9.3199,0,3.2523,-9,-7.5943,-11,-6.7843,1.9715,-0.0515,-0.0464,-0.9618,-0.8703
87842,0.097,-6,-7.6999,12,-9.3234,0,3.2417,-9,-7.5869,-11,-6.7869,1.9765,0.0515,0.0417,0.8604,0.6873
87852,0.098,-21,-7.7026,12,-9.3206,0,3.2302,-9,-7.5802,-11,-6.7909,1.9715,0.0,0.0042,0.0,0.0687
87861,0.097,99,-7.698,-18,-9.3131,0,3.218,-9,-7.5742,-11,-6.7963,1.9715,0.0,0.0004,0.0,0.0069
87871,0.097,-21,-7.6771,-3,-9.3048,0,3.2049,-9,-7.5688,4,-6.8017,1.9715,0.0,0.0,0.0,0.0007
87880,0.096,-6,-7.6496,147,-9.2827,-15,3.1897,-9,-7.5641,-11,-6.8057,1.9715,0.0,0.0,0.0,0.0001
87890,0.097,-21,-7.6248,-3,-9.2327,0,3.1712,-9,-7.56,4,-6.8086,1.9715,0.0,0.0,0.0,0.0
87900,0.098,-6,-7.6028,-3,-9.1685,0,3.1507,-9,-7.5565,-11,-6.8102,1.9715,0.0,0.0,0.4783,0.4305
87909,0.096,-21,-7.5835,-3,-9.1039,0,3.1297,-24,-7.5549,4,-6.8105,1.9715,-0.0521,-0.0469,-0.4883,-0.3964
87919,0.096,-6,-7.5667,-48,-9.0429,0,3.1081,-9,-7.5566,4,-6.8084,1.9765,0.0,-0.0047,0.0,-0.0396
87928,0.096,-21,-7.5524,-18,-8.9905,-15,3.0847,-9,-7.5599,-11,-6.8039,1.9715,0.0,-0.0005,0.4837,0.4314
87939,0.097,-21,-7.542,-18,-8.9453,0,3.0581,-24,-7.5651,4,-6.7983,1.9715,-0.0515,-0.0464,-0.9091,-0.7751
87949,0.097,9,-7.5339,-3,-8.9031,0,3.0299,-9,-7.5732,-11,-6.7917,1.9765,0.0515,0.0417,0.4304,0.3098
87958,0.097,-21,-7.5254,-18,-8.8627,15,3.0027,-9,-7.583,-11,-6.7855,1.9715,0.0,0.0042,0.0,0.031
87968,0.097,-6,-7.518,-18,-8.8251,0,2.9778,6,-7.5916,-11,-6.7809,1.9765,0.0515,0.0468,0.4826,0.4374
87977,0.097,-21,-7.5129,-18,-8.7918,0,2.9538,6,-7.5966,19,-6.7752,1.9765,0.0515,0.0511,0.5265,0.5176
87987,0.097,-21,-7.5113,-3,-8.7613,15,2.9307,-9,-7.598,4,-6.7646,1.9765,0.0515,0.0515,0.5309,0.5296
87997,0.097,-21,-7.5145,-18,-8.7322,15,2.9111,-9,-7.5985,19,-6.7479,1.9765,0.0515,0.0515,0.5314,0.5312
88006,0.097,-21,-7.5224,-3,-8.7045,0,2.895,-9,-7.5995,-11,-6.7265,1.9715,0.0,0.0052,0.4832,0.488
88016,0.097,-6,-7.5335,-48,-8.6808,0,2.8796,-9,-7.601,-11,-6.7046,1.9715,-0.0515,-0.0459,-0.473,-0.3769
88026,0.098,84,-7.5372,-3,-8.6636,0,2.8636,96,-7.5937,4,-6.6834,1.9715,0.0,-0.0046,0.0,-0.0377
88036,0.097,-6,-7.5244,-33,-8.6515,0,2.847,-9,-7.5687,-11,-6.6617,1.9765,0.0515,0.0459,0.9523,0.8533
