millis, dt(10),fsr1,fsr1_calibrated,fsr2,fsr2_calibrated,fsr3,fsr3_calibrated,fsr4,fsr4_calibrated,fsr5,fsr5_calibrated,pos,vel,vel_filtered(exp=0.9),acc,acc_filtered(exp=0.9)
225,0.095,-6,-0.4301,-3,-0.2853,0,0.0647,-9,-0.5368,-11,-0.3732,1.9765,0.0,0.0,-0.5424,-0.5316
234,0.095,-21,-0.4899,12,-0.3084,-15,0.0562,-9,-0.5717,4,-0.4213,1.9765,0.0,0.0,0.0,-0.0532
243,0.095,-6,-0.5528,12,-0.3279,0,0.0452,-9,-0.6086,-11,-0.4692,1.9765,0.0,0.0,0.0,-0.0053
253,0.095,-21,-0.6185,102,-0.3346,0,0.0332,6,-0.6462,-11,-0.5183,1.9765,0.0,0.0,0.0,-0.0005
263,0.096,-21,-0.6883,-3,-0.3224,-15,0.0201,-9,-0.6831,4,-0.5684,1.9765,0.0,0.0,0.0,-0.0001
272,0.095,-21,-0.7634,-3,-0.3021,0,0.0048,-9,-0.7206,-11,-0.6183,1.9765,0.0,0.0,0.0,-0.0
281,0.095,-21,-0.8437,-3,-0.2834,0,-0.0115,-9,-0.7601,-11,-0.6691,1.9765,0.0,0.0,0.0,-0.0
291,0.095,-6,-0.9276,-18,-0.2674,0,-0.0273,-9,-0.8014,-11,-0.7222,1.9765,0.0,0.0,0.0,-0.0
301,0.096,-6,-1.0124,12,-0.2541,0,-0.0427,-9,-0.8445,4,-0.7763,1.9765,0.0,0.0,0.0,-0.0
310,0.095,-21,-1.098,12,-0.2395,-15,-0.059,-9,-0.8893,-11,-0.8299,1.9765,0.0,0.0,0.0,-0.0
319,0.094,-6,-1.1857,-3,-0.2223,15,-0.0762,-9,-0.9358,-11,-0.8843,1.9765,0.0,0.0,0.0,-0.0
328,0.094,-6,-1.2742,-3,-0.2052,0,-0.0915,-9,-0.9839,4,-0.9395,1.9765,0.0,0.0,0.0,-0.0
338,0.095,-51,-1.3659,-3,-0.1895,0,-0.1051,-9,-1.0335,-11,-0.9942,1.9765,0.0,0.0,0.0,-0.0
348,0.095,9,-1.4634,-18,-0.1766,0,-0.1184,-24,-1.086,4,-1.0483,1.9765,0.0,0.0,0.0,-0.0
357,0.094,-21,-1.5626,-3,-0.1676,15,-0.1299,-9,-1.1425,-11,-1.1018,1.9765,0.0,0.0,0.0,-0.0
366,0.094,-6,-1.662,-3,-0.1612,15,-0.1371,6,-1.2002,-11,-1.1561,1.9765,0.0,0.0,0.0,-0.0
375,0.094,-21,-1.763,12,-0.1546,0,-0.1401,-9,-1.2566,4,-1.2111,1.9765,0.0,0.0,0.0,-0.0
386,0.095,-21,-1.8668,-3,-0.1466,0,-0.1417,-9,-1.3129,-11,-1.2655,1.9765,0.0,0.0,0.0,-0.0
395,0.094,-6,-1.9732,-3,-0.1384,0,-0.1432,-24,-1.3717,-11,-1.3205,1.9765,0.0,0.0,0.0,-0.0
404,0.094,-21,-2.0809,12,-0.1302,15,-0.1432,6,-1.4329,-11,-1.3775,1.9765,0.0,0.0,0.0,-0.0
413,0.094,-21,-2.1911,-3,-0.1205,0,-0.1406,-9,-1.4939,-11,-1.4363,1.9765,0.0,0.0,0.0,-0.0
423,0.095,-6,-2.3036,-3,-0.1108,0,-0.1367,-9,-1.5546,-11,-1.497,1.9765,0.0,0.0,0.0,-0.0
433,0.095,-21,-2.4172,12,-0.1011,-15,-0.1342,-9,-1.6163,4,-1.5581,1.9765,0.0,0.0,0.0,-0.0
442,0.094,-21,-2.5329,-3,-0.09,0,-0.1343,-9,-1.679,-11,-1.6183,1.9765,0.0,0.0,0.0,-0.0
451,0.094,-21,-2.6521,-18,-0.0802,0,-0.1357,-9,-1.7426,-11,-1.6788,1.9765,0.0,0.0,0.0,-0.0
461,0.095,-21,-2.7747,-18,-0.0756,0,-0.137,-9,-1.8071,-11,-1.7411,1.9765,0.0,0.0,0.0,-0.0
471,0.096,-21,-2.9003,-3,-0.0762,0,-0.1382,-9,-1.8724,-11,-1.8049,1.9765,0.0,0.0,0.0,-0.0
480,0.094,-21,-3.0291,-3,-0.079,0,-0.1393,6,-1.9372,-11,-1.8703,1.9765,0.0,0.0,0.0,-0.0
489,0.094,-21,-3.1607,12,-0.0815,-15,-0.1417,-9,-2.0001,4,-1.9359,1.9765,0.0,0.0,0.0,-0.0
499,0.095,-6,-3.2939,-3,-0.0824,0,-0.1466,6,-2.0612,-11,-2.0003,1.9765,0.0,0.0,0.0,-0.0
508,0.095,-21,-3.4271,12,-0.0816,0,-0.1526,-9,-2.1205,-26,-2.0662,1.9765,0.0,0.0,0.0,-0.0
518,0.095,-6,-3.5603,-18,-0.0805,15,-0.1571,-24,-2.1806,-11,-2.1361,1.9765,0.0,0.0,0.0,-0.0
528,0.095,-6,-3.6923,-18,-0.0831,-30,-0.1615,186,-2.2271,4,-2.2073,1.9765,0.0,0.0,0.0,-0.0
537,0.095,-21,-3.8228,-3,-0.0906,0,-0.1696,-9,-2.2417,-11,-2.277,1.9765,0.0,0.0,0.0,-0.0
546,0.095,-21,-3.9547,-3,-0.1003,0,-0.1801,-9,-2.2413,-11,-2.3467,1.9765,0.0,0.0,0.0,-0.0
556,0.095,-6,-4.0877,-3,-0.1107,0,-0.1902,-9,-2.2432,-11,-2.4176,1.9765,0.0,0.0,0.0,-0.0
566,0.095,-6,-4.2193,-3,-0.1219,0,-0.2,-9,-2.2475,-11,-2.4896,1.9765,0.0,0.0,0.0,-0.0
575,0.095,-51,-4.3519,12,-0.1325,0,-0.2095,-9,-2.254,-26,-2.564,1.9765,0.0,0.0,0.0,-0.0
584,0.095,-21,-4.4909,-18,-0.1425,0,-0.2186,-9,-2.2627,-11,-2.6421,1.9765,0.0,0.0,0.0,-0.0
593,0.094,-6,-4.6333,-18,-0.1558,-15,-0.2288,-9,-2.2735,-11,-2.7224,1.9765,0.0,0.0,0.0,-0.0
603,0.095,-21,-4.7751,-3,-0.1738,0,-0.2412,6,-2.2851,4,-2.8021,1.9765,0.0,0.0,0.0,-0.0
613,0.095,-21,-4.9176,-3,-0.1936,0,-0.2546,-9,-2.2962,4,-2.8787,1.9765,0.0,0.0,0.0,-0.0
622,0.094,-21,-5.0619,-18,-0.2151,0,-0.2675,-24,-2.3092,-11,-2.9521,1.9765,0.0,0.0,0.0,-0.0
631,0.094,-6,-5.2067,-3,-0.2398,0,-0.2799,6,-2.3257,-11,-3.0252,1.9765,0.0,0.0,0.0,-0.0
641,0.095,-6,-5.3493,-18,-0.2673,0,-0.292,-9,-2.3427,-11,-3.0991,1.9765,0.0,0.0,0.0,-0.0
650,0.094,54,-5.4831,12,-0.2965,0,-0.3036,6,-2.3589,-11,-3.1738,1.9765,0.0,0.0,0.0,0.0
660,0.094,-66,-5.6083,-18,-0.3258,0,-0.3148,-9,-2.3745,-11,-3.2494,1.9765,0.0,0.0,0.0,0.0
669,0.094,-21,-5.7369,-3,-0.3566,0,-0.3256,6,-2.3893,4,-3.3243,1.9765,0.0,0.0,0.0,0.0
678,0.094,-21,-5.8715,12,-0.3875,0,-0.336,-9,-2.4034,-11,-3.3973,1.9765,0.0,0.0,0.0,0.0
688,0.095,-6,-6.0065,-3,-0.4159,0,-0.346,-9,-2.4182,-11,-3.4698,1.9765,0.0,0.0,0.0,0.0
697,0.094,-21,-6.1406,-3,-0.4431,0,-0.3557,-9,-2.4348,-26,-3.5443,1.9765,0.0,0.0,0.0,0.0
707,0.094,-6,-6.2737,-3,-0.4705,15,-0.3636,-9,-2.4534,-11,-3.6221,1.9765,0.0,0.0,0.0,0.0
716,0.094,-21,-6.4059,-18,-0.4994,0,-0.3685,-9,-2.4737,-11,-3.7018,1.9765,0.0,0.0,0.0,0.0
726,0.095,-21,-6.5384,-3,-0.5311,0,-0.3719,-9,-2.4958,4,-3.7806,1.9765,0.0,0.0,0.0,0.0
735,0.094,-21,-6.6725,-18,-0.5654,0,-0.3751,-9,-2.5196,-11,-3.8573,1.9765,0.0,0.0,0.0,0.0
744,0.094,-21,-6.8081,-18,-0.6036,0,-0.378,-24,-2.5464,-11,-3.9331,1.9765,0.0,0.0,0.0,0.0
754,0.094,-66,-6.949,-3,-0.6456,0,-0.3808,-9,-2.5774,-11,-4.0094,1.9765,0.0,0.0,0.0,0.0
763,0.094,-6,-7.0978,-18,-0.69,15,-0.382,-24,-2.6124,-11,-4.0861,1.9765,0.0,0.0,0.0,0.0
773,0.095,-6,-7.2476,-3,-0.7366,0,-0.3804,-9,-2.6514,-11,-4.1633,1.9765,0.0,0.0,0.0,0.0
782,0.094,-21,-7.3943,-18,-0.7854,0,-0.3774,-9,-2.693,-11,-4.2408,1.9765,0.0,0.0,0.0,0.0
791,0.094,-21,-7.5405,-18,-0.8377,0,-0.3744,-9,-2.7356,-11,-4.3187,1.9765,0.0,0.0,0.0,0.0
801,0.094,-21,-7.6877,-3,-0.8934,-15,-0.3726,-9,-2.7793,-11,-4.3969,1.9765,0.0,0.0,0.0,0.0
811,0.095,-21,-7.8357,-3,-0.9496,0,-0.3733,-9,-2.8241,4,-4.474,1.9765,0.0,0.0,0.0,0.0
820,0.094,-6,-7.983,12,-1.0037,0,-0.3753,-9,-2.8699,-11,-4.5487,1.9765,0.0,0.0,0.0,0.0
829,0.094,-6,-8.1272,-3,-1.0545,0,-0.377,-9,-2.9166,-11,-4.6224,1.9765,0.0,0.0,0.0,0.0
838,0.094,69,-8.2601,-3,-1.1033,0,-0.3786,-24,-2.9655,-11,-4.6964,1.9765,0.0,0.0,0.0,0.0
848,0.094,-6,-8.3757,-3,-1.1515,15,-0.3787,-9,-3.0179,4,-4.7694,1.9765,0.0,0.0,0.0,0.0
858,0.095,-21,-8.482,-3,-1.1991,-15,-0.3773,-9,-3.0723,-11,-4.84,1.9765,0.0,0.0,0.0,0.0
867,0.094,-21,-8.5887,-18,-1.2473,0,-0.3772,6,-3.1261,-11,-4.9096,1.9765,0.0,0.0,0.0,0.0
876,0.094,-6,-8.6956,-18,-1.2989,15,-0.3769,6,-3.1765,-11,-4.9795,1.9765,0.0,0.0,0.0,0.0
886,0.095,-21,-8.8014,117,-1.3431,0,-0.3738,6,-3.2225,-11,-5.0497,1.9765,0.0,0.0,0.0,0.0
896,0.095,-21,-8.9073,-18,-1.3683,0,-0.3694,-9,-3.2652,-11,-5.1201,1.9765,0.0,0.0,0.0,0.0
905,0.094,-21,-9.0147,-3,-1.3855,0,-0.365,-9,-3.3076,-11,-5.1907,1.9765,0.0,0.0,0.0,0.0
914,0.094,-6,-9.1222,-3,-1.4041,0,-0.3606,-9,-3.3508,-11,-5.2615,1.9765,0.0,0.0,0.0,0.0
923,0.094,-21,-9.2284,-3,-1.4228,0,-0.3561,-24,-3.3962,-11,-5.3325,1.9765,0.0,0.0,0.0,0.0
933,0.095,-6,-9.3333,-18,-1.4429,15,-0.3504,-9,-3.445,-11,-5.4035,1.9765,0.0,0.0,0.0,0.0
943,0.095,-6,-9.4355,-18,-1.467,0,-0.342,6,-3.4945,-11,-5.4747,1.9765,0.0,0.0,0.0,0.0
952,0.094,-6,-9.5339,-3,-1.4949,-15,-0.3337,-9,-3.542,19,-5.5433,1.9765,0.0,0.0,0.0,0.0
961,0.094,-6,-9.6285,12,-1.5226,0,-0.3282,6,-3.5875,-11,-5.6068,1.9715,-0.0532,-0.0479,-0.5093,-0.4584
971,0.095,-21,-9.7206,12,-1.5461,-15,-0.3253,-9,-3.6311,-11,-5.6678,1.9765,0.0,-0.0048,0.0,-0.0458
980,0.094,-21,-9.8129,-3,-1.5656,-15,-0.3263,-9,-3.674,4,-5.7278,1.9765,0.0,-0.0005,0.0,-0.0046
990,0.094,69,-9.8988,-3,-1.5837,-15,-0.3325,-9,-3.7178,-11,-5.7854,1.9765,0.0,-0.0,0.0,-0.0005
1000,0.095,-21,-9.9705,-18,-1.6032,-15,-0.3437,-9,-3.7622,4,-5.8407,1.9765,0.0,-0.0,0.0,-0.0
1009,0.095,-6,-10.035,42,-1.6214,0,-0.3584,-9,-3.8073,4,-5.8924,1.9765,0.0,-0.0,0.0,-0.0
1019,0.096,-21,-10.0991,-3,-1.6329,0,-0.3739,-24,-3.8544,-11,-5.9406,1.9765,0.0,-0.0,0.0,-0.0
1029,0.096,-6,-10.1626,-3,-1.6407,15,-0.3875,-9,-3.9047,-11,-5.988,1.9765,0.0,-0.0,0.0,-0.0
1038,0.095,-21,-10.2256,102,-1.6396,0,-0.398,-9,-3.9567,-11,-6.0359,1.9765,0.0,-0.0,0.0,-0.0
1048,0.096,-21,-10.2895,12,-1.6192,0,-0.4068,6,-4.0078,-11,-6.0842,1.9765,0.0,-0.0,0.0,-0.0
1057,0.096,-21,-10.3554,-3,-1.5879,-15,-0.4165,-9,-4.0567,4,-6.1318,1.9765,0.0521,0.0469,0.987,0.8883
1068,0.097,-21,-10.4233,12,-1.5554,0,-0.4285,-9,-4.1048,4,-6.1758,1.9765,0.0,0.0047,0.0,0.0888
1077,0.097,-6,-10.4919,-3,-1.5215,0,-0.4413,-9,-4.1533,4,-6.2151,1.9765,0.0,0.0005,0.0,0.0089
1086,0.096,-21,-10.5597,117,-1.4772,0,-0.4536,-9,-4.2022,-11,-6.251,1.9765,0.0,0.0,0.0,0.0009
1096,0.096,-21,-10.628,-18,-1.4149,0,-0.4654,-9,-4.2515,-11,-6.2864,1.9765,0.0,0.0,0.0,0.0001
1105,0.096,-6,-10.6969,-3,-1.3469,15,-0.4755,-9,-4.3012,-11,-6.3225,1.9765,0.0,0.0,0.0,0.0
1116,0.097,-6,-10.7637,-18,-1.2838,0,-0.4824,-9,-4.3512,-11,-6.3593,1.9765,0.0,0.0,0.0,0.0
1125,0.096,-21,-10.8283,-3,-1.2257,0,-0.4878,6,-4.4003,4,-6.3955,1.9765,0.0,0.0,0.0,0.0
1134,0.096,-21,-10.8935,-18,-1.1723,0,-0.4927,-9,-4.447,-11,-6.4297,1.9765,0.0,0.0,0.0,0.0
1144,0.096,-6,-10.9592,-18,-1.125,0,-0.4974,-9,-4.4927,-11,-6.4632,1.9765,0.0,0.0,0.0,0.0
1154,0.097,-21,-11.024,-3,-1.0835,15,-0.5005,-9,-4.5389,-11,-6.4975,1.9765,0.0,0.0,-0.4832,-0.4349
1164,0.096,-21,-11.0894,-18,-1.0464,0,-0.5007,-9,-4.5854,-11,-6.5325,1.9765,0.0,0.0,0.0,-0.0435
1173,0.096,-21,-11.1565,12,-1.0123,0,-0.4994,-9,-4.6322,-11,-6.5681,1.9765,0.0,0.0,0.0,-0.0043
1183,0.097,-6,-11.224,-3,-0.9785,0,-0.4979,6,-4.678,-11,-6.6043,1.9765,0.0,0.0,0.0,-0.0004
1192,0.096,-21,-11.2905,-18,-0.9462,0,-0.4963,-9,-4.7215,-11,-6.6411,1.9765,0.0,0.0,0.0,-0.0
1202,0.097,-21,-11.3573,-18,-0.9195,0,-0.4946,-24,-4.7654,4,-6.6772,1.9765,0.0,0.0,0.0,-0.0
1212,0.096,-21,-11.4258,12,-0.8969,15,-0.4914,-9,-4.8122,-11,-6.7112,1.9765,0.0,0.0,0.0,-0.0
1221,0.096,-21,-11.4958,87,-0.8663,0,-0.4855,-9,-4.8606,4,-6.7431,1.9765,0.0,0.0,0.0,-0.0
1231,0.097,-21,-11.5674,-3,-0.8202,0,-0.4783,6,-4.9078,94,-6.7639,1.9765,0.0,0.0,0.0,-0.0
1241,0.097,-21,-11.6403,87,-0.7603,0,-0.4711,-9,-4.9526,-11,-6.7659,1.9765,0.0,0.0,0.0,-0.0
1250,0.096,-21,-11.7147,27,-0.6843,15,-0.4626,6,-4.995,-11,-6.76,1.9765,0.0,0.0,0.0,-0.0
1260,0.096,-6,-11.789,-3,-0.5979,0,-0.4515,-9,-5.035,-11,-6.7558,1.9765,0.0,0.0,0.0,-0.0
1269,0.096,-6,-11.8606,-3,-0.5121,0,-0.4392,-9,-5.0741,4,-6.7519,1.9765,0.0,0.0,0.0,-0.0
1278,0.095,-21,-11.9296,12,-0.428,15,-0.4258,-9,-5.1136,-11,-6.747,1.9765,0.0,0.0,0.0,-0.0
1289,0.097,-21,-11.9987,87,-0.3365,0,-0.41,-9,-5.1533,-11,-6.7424,1.9765,0.0,0.0,0.0,-0.0
1298,0.096,-21,-12.0691,-18,-0.2325,0,-0.3931,-9,-5.1934,-11,-6.7393,1.9765,0.0,0.0,0.0,-0.0
1308,0.096,-21,-12.1408,-18,-0.1283,-15,-0.3779,-24,-5.235,-11,-6.7379,1.9765,0.0,0.0,0.0,-0.0
1317,0.096,-21,-12.2138,27,-0.0292,-15,-0.3668,-9,-5.2796,-11,-6.738,1.9765,0.0,0.0,0.0,-0.0
1328,0.097,-21,-12.2878,87,0.0781,-15,-0.3612,-9,-5.3255,-11,-6.7396,1.9765,0.0,0.0,0.0,-0.0
1337,0.096,-21,-12.3631,27,0.2026,0,-0.3596,-9,-5.3716,-11,-6.7426,1.9765,0.0,0.0,0.0,-0.0
1347,0.097,-21,-12.4393,-3,0.3359,0,-0.3592,6,-5.4164,-11,-6.7471,1.9765,0.0,0.0,0.0,-0.0
1356,0.096,-21,-12.5166,-3,0.4671,15,-0.3573,-24,-5.46,-11,-6.7529,1.9765,0.0,0.0,0.0,-0.0
1366,0.097,-21,-12.5948,12,0.595,15,-0.3515,-9,-5.5049,-26,-6.7614,1.9765,0.0,0.0,0.0,-0.0
1376,0.098,-21,-12.6739,12,0.7222,0,-0.3417,-9,-5.5513,-11,-6.7738,1.9765,0.0,0.0,0.0,-0.0
1385,0.096,-21,-12.7538,12,0.85,15,-0.3294,-9,-5.5976,-11,-6.7887,1.9765,0.0,0.0,0.0,-0.0
1395,0.097,-6,-12.8332,-3,0.977,15,-0.3134,21,-5.6413,-11,-6.8046,1.9765,0.0,0.0,0.0,-0.0
1404,0.096,-21,-12.9108,-3,1.1006,0,-0.2937,-9,-5.6797,-11,-6.8216,1.9765,0.0,0.0,0.0,-0.0
1415,0.098,-6,-12.9865,-3,1.2196,0,-0.2732,-9,-5.7157,-11,-6.8397,1.9765,0.0,0.0,0.0,-0.0
1424,0.096,-21,-13.0605,-123,1.3233,15,-0.2517,-9,-5.7518,4,-6.8574,1.9765,0.0,0.0,0.0,-0.0
1433,0.096,-6,-13.1326,-3,1.4018,0,-0.2281,-9,-5.7882,-11,-6.8734,1.9765,0.0,0.0,0.0,-0.0
1443,0.096,-21,-13.2029,-18,1.4647,15,-0.2024,-24,-5.826,-11,-6.8892,1.9765,0.0,0.0,0.0,-0.0
1453,0.097,-21,-13.2729,-123,1.5113,15,-0.1734,6,-5.8653,-11,-6.906,1.9765,0.0,0.0,0.0,-0.0
1463,0.097,-21,-13.3437,102,1.5419,0,-0.1411,-9,-5.9033,-26,-6.9251,1.9765,0.0,0.0,0.0,-0.0
1472,0.096,-21,-13.4153,12,1.5793,0,-0.1083,-24,-5.9414,-11,-6.9478,1.9765,0.0,0.0,0.0,-0.0
1482,0.097,-21,-13.4877,12,1.6273,0,-0.0763,-9,-5.9822,4,-6.9713,1.9765,0.0,0.0,0.0,-0.0
1491,0.096,-21,-13.5609,-18,1.675,0,-0.0451,-9,-6.0243,4,-6.9916,1.9765,0.0,0.0,0.0,-0.0
1501,0.097,-21,-13.6347,117,1.7291,0,-0.0148,-9,-6.0664,-11,-7.0089,1.9765,0.0,0.0,0.0,-0.0
1511,0.096,-6,-13.7078,-18,1.7985,0,0.0148,-9,-6.1084,-11,-7.0258,1.9765,0.0,0.0,0.0,-0.0
1520,0.096,-21,-13.779,-3,1.8723,0,0.0436,-9,-6.1503,-11,-7.0436,1.9815,0.0521,0.0469,0.4883,0.4395
1529,0.096,-21,-13.8495,-3,1.9411,0,0.0716,-24,-6.1934,-11,-7.0624,1.9765,0.0,0.0047,0.0,0.0439
1540,0.097,-21,-13.9207,102,2.0156,15,0.1001,-9,-6.239,4,-7.0807,1.9765,0.0,0.0005,0.0,0.0044
1549,0.096,-6,-13.9911,-18,2.1035,-15,0.1292,-9,-6.2857,-11,-7.0973,1.9765,0.0,0.0,0.0,0.0004
1559,0.096,-21,-14.0596,12,2.1952,0,0.1562,-9,-6.3321,-11,-7.1135,1.9765,0.0,0.0,0.0,0.0
1568,0.096,-21,-14.1273,-18,2.2827,0,0.1811,-9,-6.3782,-11,-7.1307,1.9765,0.0,0.0,0.0,0.0
1577,0.095,-21,-14.1957,-18,2.3634,0,0.2052,-9,-6.424,4,-7.1474,1.9765,0.0,0.0,0.0,0.0
1588,0.097,-21,-14.2647,117,2.4466,0,0.2287,6,-6.4682,4,-7.1611,1.9765,0.0,0.0,0.0,0.0
1597,0.096,-21,-14.3342,12,2.5468,0,0.2514,-9,-6.5095,4,-7.1706,1.9765,0.0,0.0,0.0,0.0
1606,0.095,9,-14.4016,-3,2.6557,15,0.2748,-9,-6.5493,-11,-7.1771,1.9765,0.0,0.0,0.0,0.0
1616,0.096,-6,-14.463,-3,2.7609,0,0.3001,-9,-6.5889,-11,-7.1836,1.9765,-0.0521,-0.0469,-0.9766,-0.8789
1626,0.097,-21,-14.5197,87,2.8693,0,0.326,-9,-6.6283,-11,-7.1912,1.9765,0.0,-0.0047,0.0,-0.0879
1636,0.096,-21,-14.576,-3,2.9886,-15,0.3497,-9,-6.6674,-11,-7.1999,1.9765,0.0,-0.0005,0.0,-0.0088
1645,0.096,-21,-14.633,-3,3.1105,0,0.3701,-9,-6.7064,-11,-7.2097,1.9765,0.0,-0.0,0.0,-0.0009
1655,0.096,-21,-14.6907,-18,3.2258,0,0.3885,-9,-6.7452,4,-7.2193,1.9765,0.0,-0.0,0.0,-0.0001
1665,0.097,-21,-14.7492,12,3.3345,0,0.4062,6,-6.7824,19,-7.2247,1.9765,0.0,-0.0,0.0,-0.0
1674,0.097,-21,-14.8083,-3,3.4395,-15,0.4221,-9,-6.8167,-11,-7.2247,1.9765,0.0,-0.0,0.0,-0.0
1684,0.096,-21,-14.868,12,3.5421,0,0.4347,-9,-6.8497,-11,-7.2234,1.9765,0.0,-0.0,0.0,-0.0
1693,0.096,-6,-14.927,-3,3.6423,0,0.4455,-24,-6.8838,-11,-7.2235,1.9765,0.0,-0.0,0.0,-0.0
1703,0.097,-21,-14.984,-3,3.7388,15,0.4572,-9,-6.9204,4,-7.2235,1.9765,0.0,-0.0,0.0,-0.0
1713,0.097,-21,-15.0402,-3,3.8304,0,0.4711,6,-6.9568,4,-7.221,1.9765,0.0,-0.0,0.4832,0.4349
1722,0.096,-21,-15.097,-3,3.9173,0,0.4857,6,-6.9889,-11,-7.2158,1.9765,0.0,-0.0,0.0,0.0435
1732,0.096,-21,-15.1545,12,4.0007,0,0.4998,-9,-7.017,-11,-7.2109,1.9765,0.0,-0.0,0.0,0.0043
1741,0.096,-21,-15.2124,-3,4.0821,0,0.5134,-9,-7.0438,4,-7.206,1.9765,0.0,-0.0,0.0,0.0004
1751,0.096,-21,-15.2709,-18,4.1589,-15,0.5251,-9,-7.0705,-11,-7.2,1.9765,0.0,-0.0,0.0,0.0
1761,0.096,-21,-15.3299,12,4.2298,0,0.5336,-9,-7.0972,4,-7.1929,1.9765,0.0,-0.0,0.0,0.0
1770,0.096,-21,-15.3893,12,4.2989,15,0.5418,-9,-7.1238,-11,-7.1846,1.9765,0.0,-0.0,0.0,0.0
1780,0.096,-21,-15.4491,-123,4.3571,0,0.5522,-9,-7.1504,-11,-7.1766,1.9765,0.0,-0.0,0.0,0.0
1789,0.096,-21,-15.5092,-18,4.3901,0,0.5634,-9,-7.177,4,-7.1688,1.9765,0.0,-0.0,0.0,0.0
1799,0.096,-21,-15.5698,-3,4.4064,15,0.5755,-9,-7.2035,-11,-7.16,1.9765,0.0,-0.0,0.0,0.0
1809,0.096,-6,-15.6293,-18,4.4171,0,0.5897,6,-7.2286,4,-7.1501,1.9765,0.0,-0.0,0.0,0.0
1818,0.096,-21,-15.6865,-3,4.4223,0,0.6046,-9,-7.251,4,-7.1378,1.9765,0.0,-0.0,0.0,0.0
1827,0.095,-21,-15.7427,-3,4.4234,0,0.6189,-9,-7.2722,-11,-7.1233,1.9765,0.0,-0.0,0.0,0.0
1838,0.097,-6,-15.798,-3,4.4218,0,0.6326,-9,-7.2934,-11,-7.1092,1.9765,0.0,-0.0,0.0,0.0
1847,0.096,-6,-15.8497,-3,4.4177,-15,0.6444,-9,-7.3146,-11,-7.0969,1.9715,-0.0521,-0.0469,-0.4883,-0.4395
1857,0.096,-21,-15.898,12,4.4124,15,0.6544,-9,-7.3359,-11,-7.0862,1.9765,0.0,-0.0047,0.0,-0.0439
1866,0.096,-6,-15.9441,-18,4.406,0,0.6651,-9,-7.3572,-11,-7.0772,1.9765,0.0,-0.0005,0.0,-0.0044
1876,0.096,-21,-15.9881,-3,4.3958,0,0.6767,-24,-7.3798,-11,-7.0698,1.9765,0.0,-0.0,0.0,-0.0004
1886,0.097,-21,-16.0314,87,4.3899,0,0.6878,-9,-7.405,-11,-7.064,1.9765,0.0,-0.0,0.0,-0.0
1896,0.097,-6,-16.074,-3,4.3973,0,0.6983,-9,-7.4315,-11,-7.0597,1.9765,0.0,-0.0,0.0,-0.0
1905,0.096,-6,-16.1133,12,4.4112,0,0.7083,-9,-7.4578,-11,-7.0569,1.9765,0.0,-0.0,0.0,-0.0
1914,0.096,-21,-16.1493,-3,4.4247,0,0.7177,-9,-7.484,-26,-7.0569,1.9765,0.0,-0.0,0.0,-0.0
1925,0.098,-6,-16.1834,12,4.4379,15,0.728,-9,-7.51,4,-7.0596,1.9765,0.0,-0.0,0.0,-0.0
1934,0.096,-6,-16.2144,-3,4.4508,0,0.7404,-9,-7.5358,-11,-7.0623,1.9765,0.0,-0.0,0.0,-0.0
1943,0.096,-21,-16.2422,12,4.4634,0,0.7536,-9,-7.5615,-11,-7.065,1.9765,0.0521,0.0469,0.9766,0.8789
1953,0.096,-21,-16.2698,-108,4.4664,0,0.7661,-9,-7.587,-11,-7.069,1.9765,0.0,0.0047,0.0,0.0879
1963,0.097,-21,-16.2982,-18,4.4483,0,0.778,-9,-7.6123,-11,-7.0743,1.9765,0.0,0.0005,0.0,0.0088
1973,0.097,-21,-16.3275,-3,4.4161,0,0.7893,-9,-7.6375,-11,-7.0808,1.9765,0.0,0.0,0.0,0.0009
1982,0.096,-21,-16.3577,-123,4.3704,0,0.8001,-9,-7.6624,-11,-7.0886,1.9765,0.0,0.0,0.0,0.0001
1991,0.095,-21,-16.3888,-18,4.3009,0,0.8103,-9,-7.6872,-11,-7.0975,1.9765,0.0,0.0,0.0,0.0
2001,0.096,-21,-16.4207,12,4.2188,0,0.8199,-24,-7.7131,4,-7.1062,1.9765,0.0,0.0,0.0,0.0
2011,0.097,-21,-16.4533,-3,4.1376,0,0.829,-9,-7.7414,4,-7.1121,1.9765,0.0,0.0,0.0,0.0
2020,0.095,-21,-16.4866,-3,4.0574,0,0.8376,6,-7.7694,-11,-7.1153,1.9765,0.0,0.0,0.0,0.0
2030,0.096,-21,-16.5207,-3,3.9768,0,0.8456,-9,-7.7945,-11,-7.1184,1.9765,0.0,0.0,0.0,0.0
2039,0.096,-21,-16.5555,12,3.8972,15,0.8545,6,-7.8167,-26,-7.1241,1.9765,0.0,0.0,-0.4883,-0.4395
2050,0.097,-21,-16.5909,-3,3.8199,0,0.8654,-9,-7.8361,4,-7.1324,1.9765,0.0,0.0,0.0,-0.0439
2059,0.096,-21,-16.6269,12,3.7449,0,0.8771,6,-7.8527,19,-7.1378,1.9765,0.0,0.0,0.0,-0.0044
2068,0.095,-21,-16.6635,12,3.6734,0,0.8882,-9,-7.8667,-11,-7.1379,1.9765,0.0,0.0,0.0,-0.0004
2078,0.096,-21,-16.7006,-3,3.6054,15,0.9,-9,-7.8794,4,-7.1354,1.9765,0.0,0.0,0.0,-0.0
